backend,sample_idx,sample_rel,feature_idx,shape,max_abs,mean_abs,p95_abs,cosine,relative_l2
trt_fp32_tf32_disabled,19,test/defect/2_89.bmp,2,1x1024x16x16,6.866455078125e-05,5.698285576727358e-07,1.4603137969970703e-06,0.9999998807907104,1.920634076668648e-06
trt_fp32_tf32_disabled,19,test/defect/2_89.bmp,3,1x1024x16x16,0.000148773193359375,5.190514457353856e-06,1.3818091247230768e-05,0.9999998807907104,2.949230065496522e-06
trt_fp32_tf32_disabled_strict,0,val/good/1_746.bmp,0,1x1024x16x16,3.863126039505005e-06,6.423638865271641e-08,2.0116567611694336e-07,1.0,1.7501644151707296e-06
trt_fp32_tf32_disabled_strict,0,val/good/1_746.bmp,1,1x1024x16x16,1.0579824447631836e-05,1.8515279975872545e-07,5.066394805908203e-07,1.0,2.7698176836565835e-06
trt_fp32_tf32_disabled_strict,0,val/good/1_746.bmp,2,1x1024x16x16,5.340576171875e-05,5.827374707223498e-07,1.519918441772461e-06,1.0,1.9832391444651876e-06
trt_fp32_tf32_disabled_strict,0,val/good/1_746.bmp,3,1x1024x16x16,0.000202178955078125,5.534643605642486e-06,1.4781951904296875e-05,1.0,3.2033610750659136e-06
trt_fp32_tf32_disabled_strict,1,val/good/1_764.bmp,0,1x1024x16x16,3.405846655368805e-06,6.427642063044914e-08,2.0116567611694336e-07,1.0000001192092896,1.7308921087533236e-06
trt_fp32_tf32_disabled_strict,1,val/good/1_764.bmp,1,1x1024x16x16,4.470348358154297e-06,1.9041442556044785e-07,5.21540641784668e-07,0.9999999403953552,2.803535153361736e-06
trt_fp32_tf32_disabled_strict,1,val/good/1_764.bmp,2,1x1024x16x16,7.62939453125e-05,5.981184472148016e-07,1.5497207641601562e-06,0.9999999403953552,2.0577037957991706e-06
trt_fp32_tf32_disabled_strict,1,val/good/1_764.bmp,3,1x1024x16x16,0.0002231597900390625,5.566987965721637e-06,1.5020370483398438e-05,1.0,3.238201998101431e-06
trt_fp32_tf32_disabled_strict,2,val/good/1_768.bmp,0,1x1024x16x16,3.1990930438041687e-06,6.478699532408427e-08,2.0116567611694336e-07,1.0,1.7095100020014797e-06
trt_fp32_tf32_disabled_strict,2,val/good/1_768.bmp,1,1x1024x16x16,3.427267074584961e-06,1.8479877894606034e-07,4.991888999938965e-07,1.0,2.713214144023368e-06
trt_fp32_tf32_disabled_strict,2,val/good/1_768.bmp,2,1x1024x16x16,7.62939453125e-05,5.869902111044212e-07,1.519918441772461e-06,1.0,1.9765527667914284e-06
trt_fp32_tf32_disabled_strict,2,val/good/1_768.bmp,3,1x1024x16x16,0.00046062469482421875,5.77109813093557e-06,1.52587890625e-05,1.0,3.321388476251741e-06
trt_fp32_tf32_disabled_strict,3,val/good/1_771.bmp,0,1x1024x16x16,3.7401914596557617e-06,6.414450126612792e-08,1.9744038581848145e-07,1.0,1.70588839409902e-06
trt_fp32_tf32_disabled_strict,3,val/good/1_771.bmp,1,1x1024x16x16,4.0531158447265625e-06,1.8525724954088219e-07,5.066394805908203e-07,1.0,2.7406510980654275e-06
trt_fp32_tf32_disabled_strict,3,val/good/1_771.bmp,2,1x1024x16x16,8.392333984375e-05,5.863182082066487e-07,1.5198093024082482e-06,1.0,1.97966733139765e-06
trt_fp32_tf32_disabled_strict,3,val/good/1_771.bmp,3,1x1024x16x16,0.0002841949462890625,5.19010063726455e-06,1.3828277587890625e-05,1.0,3.0200953915482387e-06
trt_fp32_tf32_disabled_strict,4,val/good/1_784.bmp,0,1x1024x16x16,4.590488970279694e-06,6.426525089864299e-08,2.0116567611694336e-07,1.0,1.699826384538028e-06
trt_fp32_tf32_disabled_strict,4,val/good/1_784.bmp,1,1x1024x16x16,5.9604644775390625e-06,1.8964611570027046e-07,5.21540641784668e-07,1.0,2.829198592735338e-06
trt_fp32_tf32_disabled_strict,4,val/good/1_784.bmp,2,1x1024x16x16,7.62939453125e-05,5.915244400966913e-07,1.5273690223693848e-06,1.0,2.022695525738527e-06
trt_fp32_tf32_disabled_strict,4,val/good/1_784.bmp,3,1x1024x16x16,0.00081634521484375,5.650107596011367e-06,1.5020370483398438e-05,1.0,3.355995431775227e-06
trt_fp32_tf32_disabled_strict,5,val/good/1_807.bmp,0,1x1024x16x16,4.1816383600234985e-06,6.267863739140012e-08,1.9371509552001953e-07,1.0,1.7053301917258068e-06
trt_fp32_tf32_disabled_strict,5,val/good/1_807.bmp,1,1x1024x16x16,4.500150680541992e-06,1.849745672188874e-07,5.126930773258209e-07,1.0000001192092896,2.751649844867643e-06
trt_fp32_tf32_disabled_strict,5,val/good/1_807.bmp,2,1x1024x16x16,9.1552734375e-05,5.877543003407482e-07,1.519918441772461e-06,1.0,1.9952558432123624e-06
trt_fp32_tf32_disabled_strict,5,val/good/1_807.bmp,3,1x1024x16x16,0.000400543212890625,5.535352556762518e-06,1.4781951904296875e-05,1.0,3.2188922887144145e-06
trt_fp32_tf32_disabled_strict,6,val/good/1_833.bmp,0,1x1024x16x16,4.730303771793842e-06,6.393916862634796e-08,1.9744038581848145e-07,1.0,1.6996892782117357e-06
trt_fp32_tf32_disabled_strict,6,val/good/1_833.bmp,1,1x1024x16x16,4.902482032775879e-06,1.848461295139714e-07,4.963403625879437e-07,1.0,2.7276025775790913e-06
trt_fp32_tf32_disabled_strict,6,val/good/1_833.bmp,2,1x1024x16x16,8.392333984375e-05,5.929723556619138e-07,1.5236437320709229e-06,1.0000001192092896,2.049793238256825e-06
trt_fp32_tf32_disabled_strict,6,val/good/1_833.bmp,3,1x1024x16x16,0.00037384033203125,5.430862984212581e-06,1.430511474609375e-05,0.9999998807907104,3.1925296752888244e-06
trt_fp32_tf32_disabled_strict,7,val/good/1_838.bmp,0,1x1024x16x16,4.180707037448883e-06,6.347690373331716e-08,1.9744038581848145e-07,1.0,1.700681082184019e-06
trt_fp32_tf32_disabled_strict,7,val/good/1_838.bmp,1,1x1024x16x16,3.994442522525787e-06,1.8382144162387704e-07,4.917383193969727e-07,0.9999999403953552,2.6968252768710954e-06
trt_fp32_tf32_disabled_strict,7,val/good/1_838.bmp,2,1x1024x16x16,6.103515625e-05,5.723402409785194e-07,1.4826655387878418e-06,1.0,1.8864691355702234e-06
trt_fp32_tf32_disabled_strict,7,val/good/1_838.bmp,3,1x1024x16x16,0.00044155120849609375,5.162763045518659e-06,1.3589859008789062e-05,1.0,2.992797817569226e-06
trt_fp32_tf32_disabled_strict,8,val/good/1_845.bmp,0,1x1024x16x16,3.0643423087894917e-06,6.317719680737355e-08,1.9371509552001953e-07,1.0,1.6720922531021642e-06
trt_fp32_tf32_disabled_strict,8,val/good/1_845.bmp,1,1x1024x16x16,8.374452590942383e-06,1.838834862155636e-07,4.991888999938965e-07,1.0,2.723365696510882e-06
trt_fp32_tf32_disabled_strict,8,val/good/1_845.bmp,2,1x1024x16x16,9.1552734375e-05,5.734348178521032e-07,1.4826655387878418e-06,1.0,1.9763394902838627e-06
trt_fp32_tf32_disabled_strict,8,val/good/1_845.bmp,3,1x1024x16x16,0.0003509521484375,5.7672641560202464e-06,1.537799835205078e-05,1.0000001192092896,3.315715275675757e-06
trt_fp32_tf32_disabled_strict,9,val/good/1_848.bmp,0,1x1024x16x16,3.3490359783172607e-06,6.566918386852194e-08,2.0555307855829597e-07,1.0,1.7541324268677272e-06
trt_fp32_tf32_disabled_strict,9,val/good/1_848.bmp,1,1x1024x16x16,4.0531158447265625e-06,1.8729080863977288e-07,5.112960934638977e-07,1.0,2.7669182145473314e-06
trt_fp32_tf32_disabled_strict,9,val/good/1_848.bmp,2,1x1024x16x16,3.0517578125e-05,5.866835408596671e-07,1.519918441772461e-06,0.9999998807907104,1.9297697235742817e-06
trt_fp32_tf32_disabled_strict,9,val/good/1_848.bmp,3,1x1024x16x16,0.0001773834228515625,5.487519956659526e-06,1.4662742614746094e-05,0.9999999403953552,3.105828454863513e-06
trt_fp32_tf32_disabled_strict,10,test/defect/2_58.bmp,0,1x1024x16x16,4.64683398604393e-06,6.291814713677013e-08,1.9371509552001953e-07,1.0,1.6877208963705925e-06
trt_fp32_tf32_disabled_strict,10,test/defect/2_58.bmp,1,1x1024x16x16,5.811452865600586e-06,1.8078213770422735e-07,4.917383193969727e-07,1.0000001192092896,2.6816064746526536e-06
trt_fp32_tf32_disabled_strict,10,test/defect/2_58.bmp,2,1x1024x16x16,5.340576171875e-05,5.811750156681228e-07,1.5050172805786133e-06,0.9999998807907104,1.913366986627807e-06
trt_fp32_tf32_disabled_strict,10,test/defect/2_58.bmp,3,1x1024x16x16,0.0002899169921875,5.649105332850013e-06,1.4960765838623047e-05,1.0,3.272156845923746e-06
trt_fp32_tf32_disabled_strict,11,test/defect/2_62.bmp,0,1x1024x16x16,4.295259714126587e-06,6.527730533889553e-08,2.0489096641540527e-07,1.0,1.7633749394008191e-06
trt_fp32_tf32_disabled_strict,11,test/defect/2_62.bmp,1,1x1024x16x16,5.692243576049805e-06,1.9036332332689199e-07,5.21540641784668e-07,1.0,2.8104475404688856e-06
trt_fp32_tf32_disabled_strict,11,test/defect/2_62.bmp,2,1x1024x16x16,6.103515625e-05,6.116828217272996e-07,1.6093254089355469e-06,1.0,2.07348307412758e-06
trt_fp32_tf32_disabled_strict,11,test/defect/2_62.bmp,3,1x1024x16x16,0.00052642822265625,5.651525498251431e-06,1.4781951904296875e-05,1.0,3.5734792618313804e-06
trt_fp32_tf32_disabled_strict,12,test/defect/2_63.bmp,0,1x1024x16x16,3.5688281059265137e-06,6.231614690932474e-08,1.8998980522155762e-07,1.0000001192092896,1.6155424873431912e-06
trt_fp32_tf32_disabled_strict,12,test/defect/2_63.bmp,1,1x1024x16x16,4.380941390991211e-06,1.7261449158922915e-07,4.6566128730773926e-07,1.0,2.5311640001746127e-06
trt_fp32_tf32_disabled_strict,12,test/defect/2_63.bmp,2,1x1024x16x16,7.62939453125e-05,5.612022846435138e-07,1.430511474609375e-06,0.9999999403953552,1.933443854795769e-06
trt_fp32_tf32_disabled_strict,12,test/defect/2_63.bmp,3,1x1024x16x16,0.00045013427734375,5.33429738425184e-06,1.4185905456542969e-05,1.0,3.1103877518035006e-06
trt_fp32_tf32_disabled_strict,13,test/defect/2_65.bmp,0,1x1024x16x16,3.928318619728088e-06,6.51830447395696e-08,2.0489096641540527e-07,1.0,1.78815923845832e-06
trt_fp32_tf32_disabled_strict,13,test/defect/2_65.bmp,1,1x1024x16x16,1.0132789611816406e-05,1.8181071936851367e-07,5.066394805908203e-07,0.9999999403953552,2.756317599050817e-06
trt_fp32_tf32_disabled_strict,13,test/defect/2_65.bmp,2,1x1024x16x16,4.00543212890625e-05,5.762415185017744e-07,1.4826655387878418e-06,0.9999999403953552,1.9239209905208554e-06
trt_fp32_tf32_disabled_strict,13,test/defect/2_65.bmp,3,1x1024x16x16,0.0002841949462890625,5.348279046302196e-06,1.4126300811767578e-05,1.0000001192092896,3.109389581368305e-06
trt_fp32_tf32_disabled_strict,14,test/defect/2_72.bmp,0,1x1024x16x16,3.1329691410064697e-06,6.39011545899848e-08,2.0091465557925403e-07,1.0,1.7144964203907875e-06
trt_fp32_tf32_disabled_strict,14,test/defect/2_72.bmp,1,1x1024x16x16,7.718801498413086e-06,1.7873811941626627e-07,4.819594323635101e-07,1.0,2.6365155463281553e-06
trt_fp32_tf32_disabled_strict,14,test/defect/2_72.bmp,2,1x1024x16x16,4.57763671875e-05,5.830127065564739e-07,1.519918441772461e-06,1.0,1.9404819795454387e-06
trt_fp32_tf32_disabled_strict,14,test/defect/2_72.bmp,3,1x1024x16x16,0.00030517578125,5.458873602037784e-06,1.4543533325195312e-05,0.9999998807907104,3.1819186006032396e-06
trt_fp32_tf32_disabled_strict,15,test/defect/2_74.bmp,0,1x1024x16x16,4.353001713752747e-06,6.389460338596109e-08,2.0116567611694336e-07,1.0,1.7648898165134597e-06
trt_fp32_tf32_disabled_strict,15,test/defect/2_74.bmp,1,1x1024x16x16,6.407499313354492e-06,1.834653460264235e-07,5.178153514862061e-07,1.0,2.795021600832115e-06
trt_fp32_tf32_disabled_strict,15,test/defect/2_74.bmp,2,1x1024x16x16,8.392333984375e-05,5.903008286622935e-07,1.5497207641601562e-06,1.0000001192092896,2.0219104044372216e-06
trt_fp32_tf32_disabled_strict,15,test/defect/2_74.bmp,3,1x1024x16x16,0.0008983612060546875,5.575565865001408e-06,1.4960765838623047e-05,0.9999998807907104,3.34468541041133e-06
trt_fp32_tf32_disabled_strict,16,test/defect/2_80.bmp,0,1x1024x16x16,5.926936864852905e-06,6.484644643478532e-08,2.0116567611694336e-07,0.9999999403953552,1.7771961893231492e-06
trt_fp32_tf32_disabled_strict,16,test/defect/2_80.bmp,1,1x1024x16x16,4.405155777931213e-06,1.8686756675379002e-07,5.140900611877441e-07,1.0,2.8055335405952064e-06
trt_fp32_tf32_disabled_strict,16,test/defect/2_80.bmp,2,1x1024x16x16,4.57763671875e-05,5.787855457128899e-07,1.4901161193847656e-06,1.0,1.9452118067420088e-06
trt_fp32_tf32_disabled_strict,16,test/defect/2_80.bmp,3,1x1024x16x16,0.0005035400390625,5.46543788004783e-06,1.4392193406820297e-05,0.9999999403953552,3.1937697713146918e-06
trt_fp32_tf32_disabled_strict,17,test/defect/2_81.bmp,0,1x1024x16x16,3.5972334444522858e-06,6.561069199051417e-08,2.0116567611694336e-07,1.0,1.7519919310871046e-06
trt_fp32_tf32_disabled_strict,17,test/defect/2_81.bmp,1,1x1024x16x16,3.9637088775634766e-06,1.8373020793660544e-07,5.066394805908203e-07,1.0,2.753320131887449e-06
trt_fp32_tf32_disabled_strict,17,test/defect/2_81.bmp,2,1x1024x16x16,7.62939453125e-05,5.909369065193459e-07,1.519918441772461e-06,1.0,2.0085540199943352e-06
trt_fp32_tf32_disabled_strict,17,test/defect/2_81.bmp,3,1x1024x16x16,0.0001983642578125,5.531431270355824e-06,1.4662742614746094e-05,1.0,3.2725977234804304e-06
trt_fp32_tf32_disabled_strict,18,test/defect/2_84.bmp,0,1x1024x16x16,3.18232923746109e-06,6.201588576004724e-08,1.9133221940137446e-07,1.0,1.6531047322132508e-06
trt_fp32_tf32_disabled_strict,18,test/defect/2_84.bmp,1,1x1024x16x16,3.5762786865234375e-06,1.7476793345849728e-07,4.76837158203125e-07,1.0000001192092896,2.5859285415208433e-06
trt_fp32_tf32_disabled_strict,18,test/defect/2_84.bmp,2,1x1024x16x16,6.866455078125e-05,5.855231393070426e-07,1.5050172805786133e-06,0.9999998807907104,2.0524378214759054e-06
trt_fp32_tf32_disabled_strict,18,test/defect/2_84.bmp,3,1x1024x16x16,0.0004825592041015625,5.670166046911618e-06,1.4789402484893799e-05,0.9999999403953552,3.4550478176242905e-06
trt_fp32_tf32_disabled_strict,19,test/defect/2_89.bmp,0,1x1024x16x16,3.956258296966553e-06,6.454042988934816e-08,2.0489096641540527e-07,1.0,1.7814094235291122e-06
trt_fp32_tf32_disabled_strict,19,test/defect/2_89.bmp,1,1x1024x16x16,4.9173831939697266e-06,1.8292578829459671e-07,5.066394805908203e-07,1.0,2.7477262847241946e-06
trt_fp32_tf32_disabled_strict,19,test/defect/2_89.bmp,2,1x1024x16x16,6.866455078125e-05,5.698285576727358e-07,1.4603137969970703e-06,0.9999998807907104,1.920634076668648e-06
trt_fp32_tf32_disabled_strict,19,test/defect/2_89.bmp,3,1x1024x16x16,0.000148773193359375,5.190514457353856e-06,1.3818091247230768e-05,0.9999998807907104,2.949230065496522e-06
