backend,sample_idx,sample_rel,feature_idx,shape,max_abs,mean_abs,p95_abs,cosine,relative_l2
trt_fp32_default,12,test/defect/2_63.bmp,0,1x1024x16x16,0.00199967622756958,5.6988224969245493e-05,0.00018146401271224022,0.9999990463256836,0.0014785126550123096
trt_fp32_default,12,test/defect/2_63.bmp,1,1x1024x16x16,0.002991586923599243,0.00012601562775671482,0.000320862396620214,0.9999984502792358,0.0017667777137830853
trt_fp32_default,12,test/defect/2_63.bmp,2,1x1024x16x16,0.0398406982421875,0.0004704544262494892,0.0012532896362245083,0.9999986886978149,0.001612072461284697
trt_fp32_default,12,test/defect/2_63.bmp,3,1x1024x16x16,0.19955825805664062,0.0057723866775631905,0.015237715095281601,0.9999948740005493,0.003292234381660819
trt_fp32_default,13,test/defect/2_65.bmp,0,1x1024x16x16,0.0016257762908935547,5.4611424275208265e-05,0.00017248408403247595,0.999998927116394,0.0014324424555525184
trt_fp32_default,13,test/defect/2_65.bmp,1,1x1024x16x16,0.0022014081478118896,0.0001234700030181557,0.000315364683046937,0.9999984502792358,0.0017410721629858017
trt_fp32_default,13,test/defect/2_65.bmp,2,1x1024x16x16,0.04996490478515625,0.00047611130867153406,0.0012514006812125444,0.9999985694885254,0.0016593438340350986
trt_fp32_default,13,test/defect/2_65.bmp,3,1x1024x16x16,0.27049827575683594,0.0059870146214962006,0.015865426510572433,0.9999940991401672,0.003502588253468275
trt_fp32_default,14,test/defect/2_72.bmp,0,1x1024x16x16,0.0017928179586306214,5.4955133236944675e-05,0.00017431145533919334,0.9999990463256836,0.0014542563585564494
trt_fp32_default,14,test/defect/2_72.bmp,1,1x1024x16x16,0.0038857758045196533,0.0001271918590646237,0.0003252218011766672,0.9999985694885254,0.0017984487349167466
trt_fp32_default,14,test/defect/2_72.bmp,2,1x1024x16x16,0.0406494140625,0.00047551572788506746,0.0012591183185577393,0.9999987483024597,0.0016099367057904601
trt_fp32_default,14,test/defect/2_72.bmp,3,1x1024x16x16,0.19161033630371094,0.006097247824072838,0.01612170785665512,0.999994158744812,0.0035037349443882704
trt_fp32_default,15,test/defect/2_74.bmp,0,1x1024x16x16,0.0015058591961860657,5.2762279665330425e-05,0.00016721279826015234,0.9999989867210388,0.0013844763161614537
trt_fp32_default,15,test/defect/2_74.bmp,1,1x1024x16x16,0.0038362443447113037,0.00012369555770419538,0.000316523015499115,0.9999984502792358,0.0017533948412165046
