backend,warmup,timed,median_ms,mean_ms,p95_ms,min_ms,max_ms
pytorch_tf32_off,20,100,18.316166009753942,18.30530544742942,18.533387780189514,18.045341596007347,18.560045398771763
trt_fp32_default,20,100,7.007294334471226,7.011575996875763,7.049278542399406,6.950720213353634,7.308012805879116
trt_fp32_tf32_disabled,20,100,13.379667419940233,13.38627285324037,13.464505784213543,12.653090059757233,15.748665668070316
trt_fp32_tf32_disabled_strict,20,100,13.400549069046974,16.25236241146922,13.573509966954589,12.600853107869625,286.8037847802043
