backend,feature_idx,max_abs_max,mean_abs_mean,p95_abs_max,cosine_min,relative_l2_max,n_samples
trt_fp16,0,0.01679360866546631,0.00037436391721712425,0.0010053727310150862,0.9999836683273315,0.0057509723119437695,4
trt_fp16,1,0.022212624549865723,0.0005258791497908533,0.0013348109787330031,0.9999624490737915,0.008664729073643684,4
trt_fp16,2,0.45029449462890625,0.002233008563052863,0.00573530700057745,0.9999685287475586,0.007941757328808308,4
trt_fp16,3,5.275054931640625,0.02329537784680724,0.06348400563001633,0.9999082088470459,0.013553104363381863,4
trt_fp32,0,0.0016262084245681763,9.743079317559022e-05,0.0002664579078555107,0.9999989867210388,0.0014673892874270678,4
trt_fp32,1,0.0024678707122802734,0.00013394219422480091,0.0003413856029510498,0.9999979734420776,0.0020780940540134907,4
trt_fp32,2,0.049350738525390625,0.0006677664641756564,0.001829338725656271,0.9999976754188538,0.002217987785115838,4
trt_fp32,3,0.38576507568359375,0.007946870988234878,0.02121628075838089,0.9999921321868896,0.004193844739347696,4
