Iteration,Stage,Method,Threshold,Calib P,Calib R,Calib F1,Calib FPR,Constraint satisfied,P,R,F1,Acc,TP,FP,TN,FN
11,S5,ADP-only-DINO,1.5180679559707642,0.569620253164557,0.9183673469387755,0.7031250000000001,0.34,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
11,S5,AHL-DINO,0.4376151,0.4888888888888889,0.8979591836734694,0.6330935251798562,0.46,True,0.7126436781609196,0.8857142857142857,0.7898089171974522,0.868,62,25,155,8
11,S5,bridge_alpha_0.35,2.285764979747934,0.7333333333333333,0.8979591836734694,0.8073394495412844,0.16,True,0.8805970149253731,0.8428571428571429,0.8613138686131387,0.924,59,8,172,11
12,S5,ADP-only-DINO,1.5350812673568726,0.676923076923077,0.8979591836734694,0.7719298245614036,0.21,True,0.7857142857142857,0.9428571428571428,0.8571428571428571,0.912,66,18,162,4
12,S5,AHL-DINO,0.4376151,0.49411764705882355,0.8571428571428571,0.626865671641791,0.43,True,0.7126436781609196,0.8857142857142857,0.7898089171974522,0.868,62,25,155,8
12,S5,bridge_alpha_0.35,2.004663685684214,0.8113207547169812,0.8775510204081632,0.8431372549019608,0.1,True,0.8873239436619719,0.9,0.8936170212765958,0.94,63,8,172,7
13,S5,ADP-only-DINO,1.3925561904907227,0.5119047619047619,0.8775510204081632,0.6466165413533834,0.41,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
13,S5,AHL-DINO,0.4166469,0.42857142857142855,0.9183673469387755,0.5844155844155844,0.6,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
13,S5,bridge_alpha_0.35,1.7830212442567703,0.676923076923077,0.8979591836734694,0.7719298245614036,0.21,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
14,S5,ADP-only-DINO,1.5180679559707642,0.5789473684210527,0.8979591836734694,0.704,0.32,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
14,S5,AHL-DINO,0.4400655,0.5060240963855421,0.8571428571428571,0.6363636363636364,0.41,True,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.872,62,24,156,8
14,S5,bridge_alpha_0.35,2.004663685684214,0.7413793103448276,0.8775510204081632,0.8037383177570093,0.15,True,0.8873239436619719,0.9,0.8936170212765958,0.94,63,8,172,7
15,S5,ADP-only-DINO,1.7078936100006104,0.711864406779661,0.8571428571428571,0.7777777777777777,0.17,True,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.912,59,11,169,11
15,S5,AHL-DINO,0.4400655,0.524390243902439,0.8775510204081632,0.6564885496183207,0.39,True,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.872,62,24,156,8
15,S5,bridge_alpha_0.35,2.3600778288981967,0.8214285714285714,0.9387755102040817,0.8761904761904763,0.1,True,0.8939393939393939,0.8428571428571429,0.8676470588235294,0.928,59,7,173,11
16,S5,ADP-only-DINO,1.5180679559707642,0.6231884057971014,0.8775510204081632,0.7288135593220338,0.26,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
16,S5,AHL-DINO,0.41484314,0.46,0.9387755102040817,0.6174496644295302,0.54,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
16,S5,bridge_alpha_0.35,1.2580328951170716,0.7049180327868853,0.8775510204081632,0.7818181818181819,0.18,True,0.8170731707317073,0.9571428571428572,0.881578947368421,0.928,67,15,165,3
17,S5,ADP-only-DINO,1.429924726486206,0.5384615384615384,0.8571428571428571,0.6614173228346457,0.36,True,0.69,0.9857142857142858,0.8117647058823529,0.872,69,31,149,1
17,S5,AHL-DINO,0.4557279,0.5526315789473685,0.8571428571428571,0.672,0.34,True,0.7469879518072289,0.8857142857142857,0.8104575163398692,0.884,62,21,159,8
17,S5,bridge_alpha_0.35,2.2217775440656613,0.7719298245614035,0.8979591836734694,0.8301886792452831,0.13,True,0.8805970149253731,0.8428571428571429,0.8613138686131387,0.924,59,8,172,11
18,S5,ADP-only-DINO,1.429924726486206,0.6984126984126984,0.8979591836734694,0.7857142857142857,0.19,True,0.69,0.9857142857142858,0.8117647058823529,0.872,69,31,149,1
18,S5,AHL-DINO,0.4376151,0.5733333333333334,0.8775510204081632,0.6935483870967741,0.32,True,0.7126436781609196,0.8857142857142857,0.7898089171974522,0.868,62,25,155,8
18,S5,bridge_alpha_0.35,2.004663685684214,0.8653846153846154,0.9183673469387755,0.8910891089108911,0.07,True,0.8873239436619719,0.9,0.8936170212765958,0.94,63,8,172,7
19,S5,ADP-only-DINO,1.5201109647750854,0.6231884057971014,0.8775510204081632,0.7288135593220338,0.26,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
19,S5,AHL-DINO,0.4400655,0.5316455696202531,0.8571428571428571,0.65625,0.37,True,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.872,62,24,156,8
19,S5,bridge_alpha_0.35,2.004663685684214,0.88,0.8979591836734694,0.888888888888889,0.06,True,0.8873239436619719,0.9,0.8936170212765958,0.94,63,8,172,7
20,S5,ADP-only-DINO,1.3484004735946655,0.5348837209302325,0.9387755102040817,0.6814814814814815,0.4,True,0.6160714285714286,0.9857142857142858,0.7582417582417583,0.824,69,43,137,1
20,S5,AHL-DINO,0.49451178,0.7241379310344828,0.8571428571428571,0.7850467289719627,0.16,True,0.8115942028985508,0.8,0.8057553956834532,0.892,56,13,167,14
20,S5,bridge_alpha_0.35,2.2217775440656613,0.8431372549019608,0.8775510204081632,0.86,0.08,True,0.8805970149253731,0.8428571428571429,0.8613138686131387,0.924,59,8,172,11
21,S5,ADP-only-DINO,1.5180679559707642,0.6461538461538462,0.8571428571428571,0.736842105263158,0.23,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
21,S5,AHL-DINO,0.41484314,0.5,0.9591836734693877,0.6573426573426573,0.47,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
21,S5,bridge_alpha_0.35,2.2217775440656613,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.07,True,0.8805970149253731,0.8428571428571429,0.8613138686131387,0.924,59,8,172,11
22,S5,ADP-only-DINO,1.3925561904907227,0.5058823529411764,0.8775510204081632,0.6417910447761194,0.42,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
22,S5,AHL-DINO,0.4400655,0.48314606741573035,0.8775510204081632,0.6231884057971014,0.46,True,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.872,62,24,156,8
22,S5,bridge_alpha_0.35,2.2217775440656613,0.7777777777777778,0.8571428571428571,0.8155339805825242,0.12,True,0.8805970149253731,0.8428571428571429,0.8613138686131387,0.924,59,8,172,11
23,S5,ADP-only-DINO,1.3743973970413208,0.4838709677419355,0.9183673469387755,0.6338028169014085,0.48,True,0.6388888888888888,0.9857142857142858,0.7752808988764045,0.84,69,39,141,1
23,S5,AHL-DINO,0.4157626,0.4392523364485981,0.9591836734693877,0.6025641025641026,0.6,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
23,S5,bridge_alpha_0.35,0.550643076183224,0.5555555555555556,0.9183673469387755,0.6923076923076923,0.36,True,0.7865168539325843,1.0,0.880503144654088,0.924,70,19,161,0
24,S5,ADP-only-DINO,1.3925561904907227,0.5657894736842105,0.8775510204081632,0.6880000000000001,0.33,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
24,S5,AHL-DINO,0.41484314,0.4845360824742268,0.9591836734693877,0.6438356164383561,0.5,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
24,S5,bridge_alpha_0.35,1.7830212442567703,0.7049180327868853,0.8775510204081632,0.7818181818181819,0.18,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
25,S5,ADP-only-DINO,1.3743973970413208,0.47959183673469385,0.9591836734693877,0.6394557823129252,0.51,True,0.6388888888888888,0.9857142857142858,0.7752808988764045,0.84,69,39,141,1
25,S5,AHL-DINO,0.42522728,0.43434343434343436,0.8775510204081632,0.581081081081081,0.56,True,0.6881720430107527,0.9142857142857143,0.7852760736196318,0.86,64,29,151,6
25,S5,bridge_alpha_0.35,1.2580328951170716,0.6376811594202898,0.8979591836734694,0.7457627118644068,0.25,True,0.8170731707317073,0.9571428571428572,0.881578947368421,0.928,67,15,165,3
26,S5,ADP-only-DINO,1.3925561904907227,0.575,0.9387755102040817,0.7131782945736435,0.34,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
26,S5,AHL-DINO,0.41484314,0.46938775510204084,0.9387755102040817,0.6258503401360545,0.52,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
26,S5,bridge_alpha_0.35,0.1963214577645223,0.573170731707317,0.9591836734693877,0.7175572519083968,0.35,True,0.7070707070707071,1.0,0.8284023668639052,0.884,70,29,151,0
27,S5,ADP-only-DINO,1.3743973970413208,0.48863636363636365,0.8775510204081632,0.6277372262773723,0.45,True,0.6388888888888888,0.9857142857142858,0.7752808988764045,0.84,69,39,141,1
27,S5,AHL-DINO,0.4557279,0.5316455696202531,0.8571428571428571,0.65625,0.37,True,0.7469879518072289,0.8857142857142857,0.8104575163398692,0.884,62,21,159,8
27,S5,bridge_alpha_0.35,1.2580328951170716,0.6268656716417911,0.8571428571428571,0.7241379310344828,0.25,True,0.8170731707317073,0.9571428571428572,0.881578947368421,0.928,67,15,165,3
28,S5,ADP-only-DINO,1.3484004735946655,0.5217391304347826,0.9795918367346939,0.6808510638297872,0.44,True,0.6160714285714286,0.9857142857142858,0.7582417582417583,0.824,69,43,137,1
28,S5,AHL-DINO,0.42263654,0.4945054945054945,0.9183673469387755,0.6428571428571429,0.46,True,0.6842105263157895,0.9285714285714286,0.7878787878787878,0.86,65,30,150,5
28,S5,bridge_alpha_0.35,0.550643076183224,0.6025641025641025,0.9591836734693877,0.7401574803149606,0.31,True,0.7865168539325843,1.0,0.880503144654088,0.924,70,19,161,0
29,S5,ADP-only-DINO,1.3925561904907227,0.5512820512820513,0.8775510204081632,0.6771653543307087,0.35,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
29,S5,AHL-DINO,0.4157626,0.47368421052631576,0.9183673469387755,0.6249999999999999,0.5,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
29,S5,bridge_alpha_0.35,1.7830212442567703,0.711864406779661,0.8571428571428571,0.7777777777777777,0.17,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
30,S5,ADP-only-DINO,1.5350812673568726,0.6176470588235294,0.8571428571428571,0.717948717948718,0.26,True,0.7857142857142857,0.9428571428571428,0.8571428571428571,0.912,66,18,162,4
30,S5,AHL-DINO,0.48023525,0.6268656716417911,0.8571428571428571,0.7241379310344828,0.25,True,0.8194444444444444,0.8428571428571429,0.8309859154929577,0.904,59,13,167,11
30,S5,bridge_alpha_0.35,2.2217775440656613,0.7924528301886793,0.8571428571428571,0.8235294117647058,0.11,True,0.8805970149253731,0.8428571428571429,0.8613138686131387,0.924,59,8,172,11
31,S5,ADP-only-DINO,1.3743973970413208,0.5185185185185185,0.8571428571428571,0.6461538461538462,0.39,True,0.6388888888888888,0.9857142857142858,0.7752808988764045,0.84,69,39,141,1
31,S5,AHL-DINO,0.5588697,0.7962962962962963,0.8775510204081632,0.8349514563106796,0.11,True,0.8771929824561403,0.7142857142857143,0.7874015748031495,0.892,50,7,173,20
31,S5,bridge_alpha_0.35,1.7830212442567703,0.7272727272727273,0.9795918367346939,0.8347826086956521,0.18,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
32,S5,ADP-only-DINO,1.3925561904907227,0.4942528735632184,0.8775510204081632,0.6323529411764706,0.44,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
32,S5,AHL-DINO,0.4400655,0.4827586206896552,0.8571428571428571,0.6176470588235294,0.45,True,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.872,62,24,156,8
32,S5,bridge_alpha_0.35,1.7830212442567703,0.6885245901639344,0.8571428571428571,0.7636363636363637,0.19,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
33,S5,ADP-only-DINO,1.3925561904907227,0.5584415584415584,0.8775510204081632,0.6825396825396826,0.34,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
33,S5,AHL-DINO,0.41484314,0.4519230769230769,0.9591836734693877,0.6143790849673203,0.57,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
33,S5,bridge_alpha_0.35,0.34282149393724065,0.573170731707317,0.9591836734693877,0.7175572519083968,0.35,True,0.7368421052631579,1.0,0.8484848484848484,0.9,70,25,155,0
34,S5,ADP-only-DINO,1.3925561904907227,0.5487804878048781,0.9183673469387755,0.6870229007633588,0.37,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
34,S5,AHL-DINO,0.41484314,0.47,0.9591836734693877,0.6308724832214765,0.53,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
34,S5,bridge_alpha_0.35,2.3600778288981967,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.07,True,0.8939393939393939,0.8428571428571429,0.8676470588235294,0.928,59,7,173,11
35,S5,ADP-only-DINO,1.3925561904907227,0.5308641975308642,0.8775510204081632,0.6615384615384615,0.38,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
35,S5,AHL-DINO,0.41484314,0.48936170212765956,0.9387755102040817,0.6433566433566433,0.48,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
35,S5,bridge_alpha_0.35,2.285764979747934,0.875,0.8571428571428571,0.8659793814432989,0.06,True,0.8805970149253731,0.8428571428571429,0.8613138686131387,0.924,59,8,172,11
36,S5,ADP-only-DINO,1.3925561904907227,0.5238095238095238,0.8979591836734694,0.6616541353383458,0.4,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
36,S5,AHL-DINO,0.41484314,0.45714285714285713,0.9795918367346939,0.6233766233766234,0.57,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
36,S5,bridge_alpha_0.35,2.2217775440656613,0.711864406779661,0.8571428571428571,0.7777777777777777,0.17,True,0.8805970149253731,0.8428571428571429,0.8613138686131387,0.924,59,8,172,11
37,S5,ADP-only-DINO,1.5180679559707642,0.6428571428571429,0.9183673469387755,0.7563025210084034,0.25,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
37,S5,AHL-DINO,0.4376151,0.48863636363636365,0.8775510204081632,0.6277372262773723,0.45,True,0.7126436781609196,0.8857142857142857,0.7898089171974522,0.868,62,25,155,8
37,S5,bridge_alpha_0.35,1.7830212442567703,0.7719298245614035,0.8979591836734694,0.8301886792452831,0.13,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
38,S5,ADP-only-DINO,1.5201109647750854,0.5945945945945946,0.8979591836734694,0.7154471544715447,0.3,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
38,S5,AHL-DINO,0.41484314,0.4444444444444444,0.9795918367346939,0.6114649681528662,0.6,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
38,S5,bridge_alpha_0.35,2.004663685684214,0.7678571428571429,0.8775510204081632,0.819047619047619,0.13,True,0.8873239436619719,0.9,0.8936170212765958,0.94,63,8,172,7
39,S5,ADP-only-DINO,1.3484004735946655,0.4787234042553192,0.9183673469387755,0.6293706293706295,0.49,True,0.6160714285714286,0.9857142857142858,0.7582417582417583,0.824,69,43,137,1
39,S5,AHL-DINO,0.4400655,0.5316455696202531,0.8571428571428571,0.65625,0.37,True,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.872,62,24,156,8
39,S5,bridge_alpha_0.35,2.2217775440656613,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.07,True,0.8805970149253731,0.8428571428571429,0.8613138686131387,0.924,59,8,172,11
40,S5,ADP-only-DINO,1.7078936100006104,0.7368421052631579,0.8571428571428571,0.7924528301886793,0.15,True,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.912,59,11,169,11
40,S5,AHL-DINO,0.4400655,0.5058823529411764,0.8775510204081632,0.6417910447761194,0.42,True,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.872,62,24,156,8
40,S5,bridge_alpha_0.35,2.004663685684214,0.8,0.8979591836734694,0.8461538461538463,0.11,True,0.8873239436619719,0.9,0.8936170212765958,0.94,63,8,172,7
41,S5,ADP-only-DINO,1.3484004735946655,0.45918367346938777,0.9183673469387755,0.6122448979591837,0.53,True,0.6160714285714286,0.9857142857142858,0.7582417582417583,0.824,69,43,137,1
41,S5,AHL-DINO,0.44891623,0.5384615384615384,0.8571428571428571,0.6614173228346457,0.36,True,0.7294117647058823,0.8857142857142857,0.7999999999999998,0.876,62,23,157,8
41,S5,bridge_alpha_0.35,1.7830212442567703,0.6617647058823529,0.9183673469387755,0.7692307692307692,0.23,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
42,S5,ADP-only-DINO,1.3484004735946655,0.4845360824742268,0.9591836734693877,0.6438356164383561,0.5,True,0.6160714285714286,0.9857142857142858,0.7582417582417583,0.824,69,43,137,1
42,S5,AHL-DINO,0.49451178,0.6825396825396826,0.8775510204081632,0.7678571428571428,0.2,True,0.8115942028985508,0.8,0.8057553956834532,0.892,56,13,167,14
42,S5,bridge_alpha_0.35,1.7830212442567703,0.6935483870967742,0.8775510204081632,0.7747747747747746,0.19,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
43,S5,ADP-only-DINO,1.6910375356674194,0.711864406779661,0.8571428571428571,0.7777777777777777,0.17,True,0.8450704225352113,0.8571428571428571,0.851063829787234,0.916,60,11,169,10
43,S5,AHL-DINO,0.44891623,0.5384615384615384,0.8571428571428571,0.6614173228346457,0.36,True,0.7294117647058823,0.8857142857142857,0.7999999999999998,0.876,62,23,157,8
43,S5,bridge_alpha_0.35,2.004663685684214,0.8461538461538461,0.8979591836734694,0.8712871287128713,0.08,True,0.8873239436619719,0.9,0.8936170212765958,0.94,63,8,172,7
44,S5,ADP-only-DINO,1.3925561904907227,0.5308641975308642,0.8775510204081632,0.6615384615384615,0.38,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
44,S5,AHL-DINO,0.44891623,0.5454545454545454,0.8571428571428571,0.6666666666666665,0.35,True,0.7294117647058823,0.8857142857142857,0.7999999999999998,0.876,62,23,157,8
44,S5,bridge_alpha_0.35,1.7830212442567703,0.65625,0.8571428571428571,0.743362831858407,0.22,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
45,S5,ADP-only-DINO,1.3925561904907227,0.6285714285714286,0.8979591836734694,0.7394957983193275,0.26,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
45,S5,AHL-DINO,0.4376151,0.5365853658536586,0.8979591836734694,0.6717557251908397,0.38,True,0.7126436781609196,0.8857142857142857,0.7898089171974522,0.868,62,25,155,8
45,S5,bridge_alpha_0.35,0.550643076183224,0.6865671641791045,0.9387755102040817,0.7931034482758622,0.21,True,0.7865168539325843,1.0,0.880503144654088,0.924,70,19,161,0
46,S5,ADP-only-DINO,1.2803092002868652,0.36134453781512604,0.8775510204081632,0.5119047619047619,0.76,True,0.3888888888888889,1.0,0.56,0.56,70,110,70,0
46,S5,AHL-DINO,0.41484314,0.42990654205607476,0.9387755102040817,0.5897435897435898,0.61,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
46,S5,bridge_alpha_0.35,1.7830212442567703,0.6056338028169014,0.8775510204081632,0.7166666666666666,0.28,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
47,S5,ADP-only-DINO,1.3925561904907227,0.5411764705882353,0.9387755102040817,0.6865671641791044,0.39,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
47,S5,AHL-DINO,0.41484314,0.46153846153846156,0.9795918367346939,0.627450980392157,0.56,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
47,S5,bridge_alpha_0.35,1.7830212442567703,0.7,0.8571428571428571,0.7706422018348624,0.18,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
48,S5,ADP-only-DINO,1.3925561904907227,0.5657894736842105,0.8775510204081632,0.6880000000000001,0.33,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
48,S5,AHL-DINO,0.4157626,0.45454545454545453,0.9183673469387755,0.6081081081081081,0.54,True,0.6435643564356436,0.9285714285714286,0.760233918128655,0.836,65,36,144,5
48,S5,bridge_alpha_0.35,1.7830212442567703,0.7368421052631579,0.8571428571428571,0.7924528301886793,0.15,True,0.8767123287671232,0.9142857142857143,0.8951048951048951,0.94,64,9,171,6
49,S5,ADP-only-DINO,1.3925561904907227,0.5121951219512195,0.8571428571428571,0.6412213740458015,0.4,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
