Iteration,Stage,Method,Threshold,Calib P,Calib R,Calib F1,Calib FPR,Constraint satisfied,P,R,F1,Acc,TP,FP,TN,FN
0,S6,bridge_alpha_0.35,1.5973619768191258,0.6615384615384615,0.8775510204081632,0.7543859649122807,0.22,True,0.8461538461538461,0.9428571428571428,0.8918918918918919,0.936,66,12,168,4
1,S6,ADP-only-DINO,1.3484004735946655,0.5308641975308642,0.8775510204081632,0.6615384615384615,0.38,True,0.6160714285714286,0.9857142857142858,0.7582417582417583,0.824,69,43,137,1
1,S6,AHL-DINO,0.55282974,0.6323529411764706,0.8775510204081632,0.7350427350427351,0.25,True,0.8133333333333334,0.8714285714285714,0.8413793103448276,0.908,61,14,166,9
1,S6,bridge_alpha_0.35,2.2731664012040422,0.7333333333333333,0.8979591836734694,0.8073394495412844,0.16,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
2,S6,ADP-only-DINO,1.5350812673568726,0.6515151515151515,0.8775510204081632,0.7478260869565216,0.23,True,0.7857142857142857,0.9428571428571428,0.8571428571428571,0.912,66,18,162,4
2,S6,AHL-DINO,0.52142847,0.4883720930232558,0.8571428571428571,0.6222222222222221,0.44,True,0.7590361445783133,0.9,0.8235294117647058,0.892,63,20,160,7
2,S6,bridge_alpha_0.35,2.17605756975357,0.75,0.8571428571428571,0.7999999999999999,0.14,True,0.875,0.9,0.8873239436619719,0.936,63,9,171,7
3,S6,ADP-only-DINO,1.5180679559707642,0.6,0.8571428571428571,0.7058823529411764,0.28,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
3,S6,AHL-DINO,0.50008345,0.46236559139784944,0.8775510204081632,0.6056338028169014,0.5,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
3,S6,bridge_alpha_0.35,2.299477976141226,0.75,0.8571428571428571,0.7999999999999999,0.14,True,0.8970588235294118,0.8714285714285714,0.8840579710144928,0.936,61,7,173,9
4,S6,ADP-only-DINO,1.5180679559707642,0.6363636363636364,0.8571428571428571,0.7304347826086957,0.24,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
4,S6,AHL-DINO,0.50008345,0.4835164835164835,0.8979591836734694,0.6285714285714287,0.47,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
4,S6,bridge_alpha_0.35,1.320840191397601,0.6825396825396826,0.8775510204081632,0.7678571428571428,0.2,True,0.8433734939759037,1.0,0.9150326797385622,0.948,70,13,167,0
5,S6,ADP-only-DINO,1.5201109647750854,0.6111111111111112,0.8979591836734694,0.7272727272727272,0.28,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
5,S6,AHL-DINO,0.52142847,0.5060240963855421,0.8571428571428571,0.6363636363636364,0.41,True,0.7590361445783133,0.9,0.8235294117647058,0.892,63,20,160,7
5,S6,bridge_alpha_0.35,2.671081589715322,0.7924528301886793,0.8571428571428571,0.8235294117647058,0.11,True,0.8923076923076924,0.8285714285714286,0.8592592592592593,0.924,58,7,173,12
6,S6,ADP-only-DINO,1.5350812673568726,0.6417910447761194,0.8775510204081632,0.7413793103448276,0.24,True,0.7857142857142857,0.9428571428571428,0.8571428571428571,0.912,66,18,162,4
6,S6,AHL-DINO,0.575037,0.696969696969697,0.9387755102040817,0.8000000000000002,0.2,True,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.912,59,11,169,11
6,S6,bridge_alpha_0.35,2.5115000881321796,0.7818181818181819,0.8775510204081632,0.8269230769230769,0.12,True,0.8955223880597015,0.8571428571428571,0.8759124087591241,0.932,60,7,173,10
7,S6,ADP-only-DINO,1.5180679559707642,0.6285714285714286,0.8979591836734694,0.7394957983193275,0.26,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
7,S6,AHL-DINO,0.50008345,0.4777777777777778,0.8775510204081632,0.6187050359712231,0.47,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
7,S6,bridge_alpha_0.35,2.2731664012040422,0.7962962962962963,0.8775510204081632,0.8349514563106796,0.11,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
8,S6,ADP-only-DINO,1.3484004735946655,0.4943820224719101,0.8979591836734694,0.6376811594202899,0.45,True,0.6160714285714286,0.9857142857142858,0.7582417582417583,0.824,69,43,137,1
8,S6,AHL-DINO,0.52142847,0.5185185185185185,0.8571428571428571,0.6461538461538462,0.39,True,0.7590361445783133,0.9,0.8235294117647058,0.892,63,20,160,7
8,S6,bridge_alpha_0.35,0.7032840303934592,0.6285714285714286,0.8979591836734694,0.7394957983193275,0.26,True,0.7954545454545454,1.0,0.8860759493670886,0.928,70,18,162,0
9,S6,ADP-only-DINO,1.3925561904907227,0.524390243902439,0.8775510204081632,0.6564885496183207,0.39,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
9,S6,AHL-DINO,0.55282974,0.6461538461538462,0.8571428571428571,0.736842105263158,0.23,True,0.8133333333333334,0.8714285714285714,0.8413793103448276,0.908,61,14,166,9
9,S6,bridge_alpha_0.35,2.8422313307918188,0.8936170212765957,0.8571428571428571,0.875,0.05,True,0.9032258064516129,0.8,0.8484848484848486,0.92,56,6,174,14
10,S6,ADP-only-DINO,1.3743973970413208,0.4777777777777778,0.8775510204081632,0.6187050359712231,0.47,True,0.6388888888888888,0.9857142857142858,0.7752808988764045,0.84,69,39,141,1
10,S6,AHL-DINO,0.5092808,0.4888888888888889,0.8979591836734694,0.6330935251798562,0.46,True,0.7252747252747253,0.9428571428571428,0.8198757763975155,0.884,66,25,155,4
10,S6,bridge_alpha_0.35,2.299477976141226,0.7924528301886793,0.8571428571428571,0.8235294117647058,0.11,True,0.8970588235294118,0.8714285714285714,0.8840579710144928,0.936,61,7,173,9
11,S6,ADP-only-DINO,1.3925561904907227,0.55,0.8979591836734694,0.682170542635659,0.36,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
11,S6,AHL-DINO,0.5932766,0.6470588235294118,0.8979591836734694,0.7521367521367522,0.24,True,0.8529411764705882,0.8285714285714286,0.8405797101449276,0.912,58,10,170,12
11,S6,bridge_alpha_0.35,2.671081589715322,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.07,True,0.8923076923076924,0.8285714285714286,0.8592592592592593,0.924,58,7,173,12
12,S6,ADP-only-DINO,1.5201109647750854,0.5769230769230769,0.9183673469387755,0.7086614173228346,0.33,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
12,S6,AHL-DINO,0.50696874,0.4742268041237113,0.9387755102040817,0.6301369863013698,0.51,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
12,S6,bridge_alpha_0.35,1.5973619768191258,0.6301369863013698,0.9387755102040817,0.7540983606557377,0.27,True,0.8461538461538461,0.9428571428571428,0.8918918918918919,0.936,66,12,168,4
13,S6,ADP-only-DINO,1.3925561904907227,0.5733333333333334,0.8775510204081632,0.6935483870967741,0.32,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
13,S6,AHL-DINO,0.50696874,0.4943820224719101,0.8979591836734694,0.6376811594202899,0.45,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
13,S6,bridge_alpha_0.35,2.2731664012040422,0.8461538461538461,0.8979591836734694,0.8712871287128713,0.08,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
14,S6,ADP-only-DINO,1.429924726486206,0.5657894736842105,0.8775510204081632,0.6880000000000001,0.33,True,0.69,0.9857142857142858,0.8117647058823529,0.872,69,31,149,1
14,S6,AHL-DINO,0.50008345,0.4731182795698925,0.8979591836734694,0.6197183098591549,0.49,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
14,S6,bridge_alpha_0.35,2.2731664012040422,0.8113207547169812,0.8775510204081632,0.8431372549019608,0.1,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
15,S6,ADP-only-DINO,1.5201109647750854,0.5833333333333334,0.8571428571428571,0.6942148760330579,0.3,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
15,S6,AHL-DINO,0.46714193,0.4117647058823529,1.0,0.5833333333333334,0.7,True,0.5151515151515151,0.9714285714285714,0.6732673267326732,0.736,68,64,116,2
15,S6,bridge_alpha_0.35,0.7032840303934592,0.6075949367088608,0.9795918367346939,0.75,0.31,True,0.7954545454545454,1.0,0.8860759493670886,0.928,70,18,162,0
16,S6,ADP-only-DINO,1.5180679559707642,0.6231884057971014,0.8775510204081632,0.7288135593220338,0.26,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
16,S6,AHL-DINO,0.50008345,0.48936170212765956,0.9387755102040817,0.6433566433566433,0.48,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
16,S6,bridge_alpha_0.35,2.2731664012040422,0.7543859649122807,0.8775510204081632,0.8113207547169812,0.14,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
17,S6,ADP-only-DINO,1.5180679559707642,0.5833333333333334,0.8571428571428571,0.6942148760330579,0.3,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
17,S6,AHL-DINO,0.55282974,0.6376811594202898,0.8979591836734694,0.7457627118644068,0.25,True,0.8133333333333334,0.8714285714285714,0.8413793103448276,0.908,61,14,166,9
17,S6,bridge_alpha_0.35,2.17605756975357,0.7636363636363637,0.8571428571428571,0.8076923076923076,0.13,True,0.875,0.9,0.8873239436619719,0.936,63,9,171,7
18,S6,ADP-only-DINO,1.5180679559707642,0.6323529411764706,0.8775510204081632,0.7350427350427351,0.25,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
18,S6,AHL-DINO,0.50008345,0.5054945054945055,0.9387755102040817,0.6571428571428571,0.45,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
18,S6,bridge_alpha_0.35,2.2731664012040422,0.8235294117647058,0.8571428571428571,0.84,0.09,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
19,S6,ADP-only-DINO,1.3925561904907227,0.5421686746987951,0.9183673469387755,0.6818181818181818,0.38,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
19,S6,AHL-DINO,0.50696874,0.4666666666666667,0.8571428571428571,0.60431654676259,0.48,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
19,S6,bridge_alpha_0.35,1.320840191397601,0.6268656716417911,0.8571428571428571,0.7241379310344828,0.25,True,0.8433734939759037,1.0,0.9150326797385622,0.948,70,13,167,0
20,S6,ADP-only-DINO,1.3925561904907227,0.5921052631578947,0.9183673469387755,0.72,0.31,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
20,S6,AHL-DINO,0.50696874,0.5301204819277109,0.8979591836734694,0.6666666666666667,0.39,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
20,S6,bridge_alpha_0.35,2.2731664012040422,0.875,0.8571428571428571,0.8659793814432989,0.06,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
21,S6,ADP-only-DINO,1.3925561904907227,0.5301204819277109,0.8979591836734694,0.6666666666666667,0.39,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
21,S6,AHL-DINO,0.50008345,0.48936170212765956,0.9387755102040817,0.6433566433566433,0.48,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
21,S6,bridge_alpha_0.35,2.17605756975357,0.7368421052631579,0.8571428571428571,0.7924528301886793,0.15,True,0.875,0.9,0.8873239436619719,0.936,63,9,171,7
22,S6,ADP-only-DINO,1.5201109647750854,0.6086956521739131,0.8571428571428571,0.7118644067796609,0.27,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
22,S6,AHL-DINO,0.55282974,0.6615384615384615,0.8775510204081632,0.7543859649122807,0.22,True,0.8133333333333334,0.8714285714285714,0.8413793103448276,0.908,61,14,166,9
22,S6,bridge_alpha_0.35,2.5115000881321796,0.7962962962962963,0.8775510204081632,0.8349514563106796,0.11,True,0.8955223880597015,0.8571428571428571,0.8759124087591241,0.932,60,7,173,10
23,S6,ADP-only-DINO,1.3925561904907227,0.5375,0.8775510204081632,0.6666666666666666,0.37,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
23,S6,AHL-DINO,0.50008345,0.4838709677419355,0.9183673469387755,0.6338028169014085,0.48,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
23,S6,bridge_alpha_0.35,2.2731664012040422,0.7636363636363637,0.8571428571428571,0.8076923076923076,0.13,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
24,S6,ADP-only-DINO,1.5180679559707642,0.5915492957746479,0.8571428571428571,0.7000000000000001,0.29,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
24,S6,AHL-DINO,0.55282974,0.6376811594202898,0.8979591836734694,0.7457627118644068,0.25,True,0.8133333333333334,0.8714285714285714,0.8413793103448276,0.908,61,14,166,9
24,S6,bridge_alpha_0.35,2.17605756975357,0.703125,0.9183673469387755,0.7964601769911506,0.19,True,0.875,0.9,0.8873239436619719,0.936,63,9,171,7
25,S6,ADP-only-DINO,1.6910375356674194,0.75,0.8571428571428571,0.7999999999999999,0.14,True,0.8450704225352113,0.8571428571428571,0.851063829787234,0.916,60,11,169,10
25,S6,AHL-DINO,0.55282974,0.6666666666666666,0.8571428571428571,0.75,0.21,True,0.8133333333333334,0.8714285714285714,0.8413793103448276,0.908,61,14,166,9
25,S6,bridge_alpha_0.35,2.2731664012040422,0.8148148148148148,0.8979591836734694,0.8543689320388349,0.1,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
26,S6,ADP-only-DINO,1.4028525352478027,0.5375,0.8775510204081632,0.6666666666666666,0.37,True,0.6699029126213593,0.9857142857142858,0.7976878612716762,0.86,69,34,146,1
26,S6,AHL-DINO,0.584728,0.6268656716417911,0.8571428571428571,0.7241379310344828,0.25,True,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.912,59,11,169,11
26,S6,bridge_alpha_0.35,2.5115000881321796,0.7413793103448276,0.8775510204081632,0.8037383177570093,0.15,True,0.8955223880597015,0.8571428571428571,0.8759124087591241,0.932,60,7,173,10
27,S6,ADP-only-DINO,1.3925561904907227,0.5116279069767442,0.8979591836734694,0.6518518518518518,0.42,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
27,S6,AHL-DINO,0.50696874,0.4639175257731959,0.9183673469387755,0.6164383561643836,0.52,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
27,S6,bridge_alpha_0.35,2.2731664012040422,0.6774193548387096,0.8571428571428571,0.7567567567567567,0.2,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
28,S6,ADP-only-DINO,1.3925561904907227,0.5185185185185185,0.8571428571428571,0.6461538461538462,0.39,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
28,S6,AHL-DINO,0.50696874,0.4835164835164835,0.8979591836734694,0.6285714285714287,0.47,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
28,S6,bridge_alpha_0.35,2.17605756975357,0.7166666666666667,0.8775510204081632,0.7889908256880733,0.17,True,0.875,0.9,0.8873239436619719,0.936,63,9,171,7
29,S6,ADP-only-DINO,1.3925561904907227,0.524390243902439,0.8775510204081632,0.6564885496183207,0.39,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
29,S6,AHL-DINO,0.50696874,0.48314606741573035,0.8775510204081632,0.6231884057971014,0.46,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
29,S6,bridge_alpha_0.35,2.2731664012040422,0.8148148148148148,0.8979591836734694,0.8543689320388349,0.1,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
30,S6,ADP-only-DINO,1.429924726486206,0.56,0.8571428571428571,0.6774193548387096,0.33,True,0.69,0.9857142857142858,0.8117647058823529,0.872,69,31,149,1
30,S6,AHL-DINO,0.46714193,0.4298245614035088,1.0,0.6012269938650306,0.65,True,0.5151515151515151,0.9714285714285714,0.6732673267326732,0.736,68,64,116,2
30,S6,bridge_alpha_0.35,1.320840191397601,0.6857142857142857,0.9795918367346939,0.8067226890756303,0.22,True,0.8433734939759037,1.0,0.9150326797385622,0.948,70,13,167,0
31,S6,ADP-only-DINO,1.3925561904907227,0.4883720930232558,0.8571428571428571,0.6222222222222221,0.44,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
31,S6,AHL-DINO,0.52142847,0.46808510638297873,0.8979591836734694,0.6153846153846153,0.5,True,0.7590361445783133,0.9,0.8235294117647058,0.892,63,20,160,7
31,S6,bridge_alpha_0.35,2.17605756975357,0.7166666666666667,0.8775510204081632,0.7889908256880733,0.17,True,0.875,0.9,0.8873239436619719,0.936,63,9,171,7
32,S6,ADP-only-DINO,1.3925561904907227,0.5172413793103449,0.9183673469387755,0.661764705882353,0.42,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
32,S6,AHL-DINO,0.575037,0.6142857142857143,0.8775510204081632,0.7226890756302522,0.27,True,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.912,59,11,169,11
32,S6,bridge_alpha_0.35,1.5973619768191258,0.6285714285714286,0.8979591836734694,0.7394957983193275,0.26,True,0.8461538461538461,0.9428571428571428,0.8918918918918919,0.936,66,12,168,4
33,S6,ADP-only-DINO,1.5180679559707642,0.6197183098591549,0.8979591836734694,0.7333333333333333,0.27,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
33,S6,AHL-DINO,0.50696874,0.5238095238095238,0.8979591836734694,0.6616541353383458,0.4,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
33,S6,bridge_alpha_0.35,1.5973619768191258,0.7272727272727273,0.9795918367346939,0.8347826086956521,0.18,True,0.8461538461538461,0.9428571428571428,0.8918918918918919,0.936,66,12,168,4
34,S6,ADP-only-DINO,1.5180679559707642,0.6363636363636364,0.8571428571428571,0.7304347826086957,0.24,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
34,S6,AHL-DINO,0.50696874,0.4945054945054945,0.9183673469387755,0.6428571428571429,0.46,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
34,S6,bridge_alpha_0.35,1.5973619768191258,0.711864406779661,0.8571428571428571,0.7777777777777777,0.17,True,0.8461538461538461,0.9428571428571428,0.8918918918918919,0.936,66,12,168,4
35,S6,ADP-only-DINO,1.3925561904907227,0.5625,0.9183673469387755,0.6976744186046512,0.35,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
35,S6,AHL-DINO,0.4886253,0.48484848484848486,0.9795918367346939,0.6486486486486487,0.51,True,0.638095238095238,0.9571428571428572,0.7657142857142856,0.836,67,38,142,3
35,S6,bridge_alpha_0.35,2.17605756975357,0.75,0.9183673469387755,0.8256880733944955,0.15,True,0.875,0.9,0.8873239436619719,0.936,63,9,171,7
36,S6,ADP-only-DINO,1.5180679559707642,0.6818181818181818,0.9183673469387755,0.782608695652174,0.21,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
36,S6,AHL-DINO,0.50008345,0.4845360824742268,0.9591836734693877,0.6438356164383561,0.5,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
36,S6,bridge_alpha_0.35,2.671081589715322,0.9166666666666666,0.8979591836734694,0.9072164948453607,0.04,True,0.8923076923076924,0.8285714285714286,0.8592592592592593,0.924,58,7,173,12
37,S6,ADP-only-DINO,1.4028525352478027,0.5675675675675675,0.8571428571428571,0.6829268292682926,0.32,True,0.6699029126213593,0.9857142857142858,0.7976878612716762,0.86,69,34,146,1
37,S6,AHL-DINO,0.52142847,0.5308641975308642,0.8775510204081632,0.6615384615384615,0.38,True,0.7590361445783133,0.9,0.8235294117647058,0.892,63,20,160,7
37,S6,bridge_alpha_0.35,0.7032840303934592,0.6461538461538462,0.8571428571428571,0.736842105263158,0.23,True,0.7954545454545454,1.0,0.8860759493670886,0.928,70,18,162,0
38,S6,ADP-only-DINO,1.4028525352478027,0.5185185185185185,0.8571428571428571,0.6461538461538462,0.39,True,0.6699029126213593,0.9857142857142858,0.7976878612716762,0.86,69,34,146,1
38,S6,AHL-DINO,0.50008345,0.47572815533980584,1.0,0.6447368421052632,0.54,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
38,S6,bridge_alpha_0.35,2.17605756975357,0.7368421052631579,0.8571428571428571,0.7924528301886793,0.15,True,0.875,0.9,0.8873239436619719,0.936,63,9,171,7
39,S6,ADP-only-DINO,1.5180679559707642,0.6176470588235294,0.8571428571428571,0.717948717948718,0.26,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
39,S6,AHL-DINO,0.50008345,0.4787234042553192,0.9183673469387755,0.6293706293706295,0.49,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
39,S6,bridge_alpha_0.35,1.5973619768191258,0.7,0.8571428571428571,0.7706422018348624,0.18,True,0.8461538461538461,0.9428571428571428,0.8918918918918919,0.936,66,12,168,4
40,S6,ADP-only-DINO,1.3925561904907227,0.56,0.8571428571428571,0.6774193548387096,0.33,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
40,S6,AHL-DINO,0.46714193,0.4188034188034188,1.0,0.5903614457831325,0.68,True,0.5151515151515151,0.9714285714285714,0.6732673267326732,0.736,68,64,116,2
40,S6,bridge_alpha_0.35,1.320840191397601,0.65625,0.8571428571428571,0.743362831858407,0.22,True,0.8433734939759037,1.0,0.9150326797385622,0.948,70,13,167,0
41,S6,ADP-only-DINO,1.3925561904907227,0.5822784810126582,0.9387755102040817,0.71875,0.33,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
41,S6,AHL-DINO,0.4886253,0.4639175257731959,0.9183673469387755,0.6164383561643836,0.52,True,0.638095238095238,0.9571428571428572,0.7657142857142856,0.836,67,38,142,3
41,S6,bridge_alpha_0.35,0.7032840303934592,0.6666666666666666,0.8979591836734694,0.7652173913043478,0.22,True,0.7954545454545454,1.0,0.8860759493670886,0.928,70,18,162,0
42,S6,ADP-only-DINO,1.3743973970413208,0.5769230769230769,0.9183673469387755,0.7086614173228346,0.33,True,0.6388888888888888,0.9857142857142858,0.7752808988764045,0.84,69,39,141,1
42,S6,AHL-DINO,0.50696874,0.5,0.8775510204081632,0.6370370370370371,0.43,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
42,S6,bridge_alpha_0.35,2.2731664012040422,0.8431372549019608,0.8775510204081632,0.86,0.08,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
43,S6,ADP-only-DINO,1.3925561904907227,0.5714285714285714,0.8979591836734694,0.6984126984126985,0.33,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
43,S6,AHL-DINO,0.575037,0.7241379310344828,0.8571428571428571,0.7850467289719627,0.16,True,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.912,59,11,169,11
43,S6,bridge_alpha_0.35,2.2731664012040422,0.8627450980392157,0.8979591836734694,0.8799999999999999,0.07,True,0.8985507246376812,0.8857142857142857,0.8920863309352518,0.94,62,7,173,8
44,S6,ADP-only-DINO,1.5201109647750854,0.6056338028169014,0.8775510204081632,0.7166666666666666,0.28,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
44,S6,AHL-DINO,0.50696874,0.5232558139534884,0.9183673469387755,0.6666666666666667,0.41,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
44,S6,bridge_alpha_0.35,0.7032840303934592,0.6351351351351351,0.9591836734693877,0.7642276422764227,0.27,True,0.7954545454545454,1.0,0.8860759493670886,0.928,70,18,162,0
45,S6,ADP-only-DINO,1.429924726486206,0.6086956521739131,0.8571428571428571,0.7118644067796609,0.27,True,0.69,0.9857142857142858,0.8117647058823529,0.872,69,31,149,1
45,S6,AHL-DINO,0.50696874,0.48314606741573035,0.8775510204081632,0.6231884057971014,0.46,True,0.7096774193548387,0.9428571428571428,0.8098159509202454,0.876,66,27,153,4
45,S6,bridge_alpha_0.35,0.7032840303934592,0.6875,0.8979591836734694,0.7787610619469025,0.2,True,0.7954545454545454,1.0,0.8860759493670886,0.928,70,18,162,0
46,S6,ADP-only-DINO,1.3925561904907227,0.5769230769230769,0.9183673469387755,0.7086614173228346,0.33,True,0.6634615384615384,0.9857142857142858,0.7931034482758621,0.856,69,35,145,1
46,S6,AHL-DINO,0.50008345,0.4883720930232558,0.8571428571428571,0.6222222222222221,0.44,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
46,S6,bridge_alpha_0.35,0.7032840303934592,0.6417910447761194,0.8775510204081632,0.7413793103448276,0.24,True,0.7954545454545454,1.0,0.8860759493670886,0.928,70,18,162,0
47,S6,ADP-only-DINO,1.429924726486206,0.5714285714285714,0.8979591836734694,0.6984126984126985,0.33,True,0.69,0.9857142857142858,0.8117647058823529,0.872,69,31,149,1
47,S6,AHL-DINO,0.4886253,0.45098039215686275,0.9387755102040817,0.609271523178808,0.56,True,0.638095238095238,0.9571428571428572,0.7657142857142856,0.836,67,38,142,3
47,S6,bridge_alpha_0.35,1.320840191397601,0.6774193548387096,0.8571428571428571,0.7567567567567567,0.2,True,0.8433734939759037,1.0,0.9150326797385622,0.948,70,13,167,0
48,S6,ADP-only-DINO,1.4028525352478027,0.5365853658536586,0.8979591836734694,0.6717557251908397,0.38,True,0.6699029126213593,0.9857142857142858,0.7976878612716762,0.86,69,34,146,1
48,S6,AHL-DINO,0.584728,0.6923076923076923,0.9183673469387755,0.7894736842105262,0.2,True,0.8428571428571429,0.8428571428571429,0.8428571428571429,0.912,59,11,169,11
48,S6,bridge_alpha_0.35,0.7032840303934592,0.6216216216216216,0.9387755102040817,0.7479674796747967,0.28,True,0.7954545454545454,1.0,0.8860759493670886,0.928,70,18,162,0
49,S6,ADP-only-DINO,1.5180679559707642,0.65625,0.8571428571428571,0.743362831858407,0.22,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
49,S6,AHL-DINO,0.50008345,0.5340909090909091,0.9591836734693877,0.6861313868613138,0.41,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
49,S6,bridge_alpha_0.35,0.7032840303934592,0.6567164179104478,0.8979591836734694,0.7586206896551725,0.23,True,0.7954545454545454,1.0,0.8860759493670886,0.928,70,18,162,0
50,S6,ADP-only-DINO,1.5180679559707642,0.6176470588235294,0.8571428571428571,0.717948717948718,0.26,True,0.7674418604651163,0.9428571428571428,0.8461538461538461,0.904,66,20,160,4
50,S6,AHL-DINO,0.50008345,0.4945054945054945,0.9183673469387755,0.6428571428571429,0.46,True,0.6875,0.9428571428571428,0.7951807228915663,0.864,66,30,150,4
50,S6,bridge_alpha_0.35,1.320840191397601,0.7,0.8571428571428571,0.7706422018348624,0.18,True,0.8433734939759037,1.0,0.9150326797385622,0.948,70,13,167,0
