stage,alpha,threshold,calib_precision,calib_recall,calib_f1,calib_accuracy,calib_fpr,test_precision,test_recall,test_f1,test_accuracy,test_fpr,test_tp,test_fp,test_tn,test_fn,auc_roc,auc_pr
S5,0.42,2.147656319045751,0.7692307692307693,0.8163265306122449,0.7920792079207921,0.8590604026845637,0.12,0.8873239436619719,0.9,0.8936170212765958,0.94,0.044444444444444446,63,8,172,7,0.9804761904761905,0.941200048146215
S5,0.43,2.1150117783320064,0.7692307692307693,0.8163265306122449,0.7920792079207921,0.8590604026845637,0.12,0.8873239436619719,0.9,0.8936170212765958,0.94,0.044444444444444446,63,8,172,7,0.9807142857142856,0.941488793595778
S5,0.44,2.0823672376182616,0.7547169811320755,0.8163265306122449,0.7843137254901962,0.8523489932885906,0.13,0.8888888888888888,0.9142857142857143,0.9014084507042254,0.944,0.044444444444444446,64,8,172,6,0.9807936507936508,0.9416542071296126
S5,0.45,2.049722696904517,0.7547169811320755,0.8163265306122449,0.7843137254901962,0.8523489932885906,0.13,0.8888888888888888,0.9142857142857143,0.9014084507042254,0.944,0.044444444444444446,64,8,172,6,0.9809523809523809,0.9422346410253493
S5,0.46,2.803151957620828,0.8372093023255814,0.7346938775510204,0.782608695652174,0.8657718120805369,0.07,0.890625,0.8142857142857143,0.8507462686567163,0.92,0.03888888888888889,57,7,173,13,0.981111111111111,0.9427141176217233
S5,0.47,2.856004177034934,0.8372093023255814,0.7346938775510204,0.782608695652174,0.8657718120805369,0.07,0.890625,0.8142857142857143,0.8507462686567163,0.92,0.03888888888888889,57,7,173,13,0.9812698412698413,0.943287238471342
S5,0.48,2.90885639644904,0.8372093023255814,0.7346938775510204,0.782608695652174,0.8657718120805369,0.07,0.890625,0.8142857142857143,0.8507462686567163,0.92,0.03888888888888889,57,7,173,13,0.9812698412698413,0.9432004242790227
S5,0.49,2.961708615863146,0.8372093023255814,0.7346938775510204,0.782608695652174,0.8657718120805369,0.07,0.8888888888888888,0.8,0.8421052631578948,0.916,0.03888888888888889,56,7,173,14,0.9813492063492063,0.9434205507506168
S5,0.5,3.014560835277252,0.8372093023255814,0.7346938775510204,0.782608695652174,0.8657718120805369,0.07,0.8888888888888888,0.8,0.8421052631578948,0.916,0.03888888888888889,56,7,173,14,0.9812698412698413,0.9431533009935712
S5,0.51,3.0674130546913583,0.8372093023255814,0.7346938775510204,0.782608695652174,0.8657718120805369,0.07,0.8888888888888888,0.8,0.8421052631578948,0.916,0.03888888888888889,56,7,173,14,0.9811904761904762,0.9426190460341078
