image_path,label,bridge_score,bridge_threshold,bridge_pred,bridge_margin,yolo_score,yolo_threshold,yolo_pred,yolo_margin,error_type
/gdata1/huangjd/data/yolo_qm_xiepai_6_1_cls_val_threshold_20260529/S6/test/defect/test_anomaly__test__defect__2_140.bmp,1,1.6030651230361823,2.17605756975357,0,-0.5729924467173875,0.9920473098754883,0.022553298622369766,1,0.9694940112531185,bridge_missed_but_yolo_hit
/gdata1/huangjd/data/yolo_qm_xiepai_6_1_cls_val_threshold_20260529/S6/test/defect/test_anomaly__test__defect__2_63.bmp,1,1.6149161822418034,2.17605756975357,0,-0.5611413875117663,0.9970069527626038,0.022553298622369766,1,0.974453654140234,bridge_missed_but_yolo_hit
/gdata1/huangjd/data/yolo_qm_xiepai_6_1_cls_val_threshold_20260529/S6/test/defect/test_anomaly__test__defect__2_89.bmp,1,1.3745061667514118,2.17605756975357,0,-0.801551403002158,0.029046474024653435,0.022553298622369766,1,0.0064931754022836685,bridge_missed_but_yolo_hit
/gdata1/huangjd/data/yolo_qm_xiepai_6_1_cls_val_threshold_20260529/S6/test/defect/test_anomaly__test__defect__3_71.bmp,1,1.4629838681167577,2.17605756975357,0,-0.713073701636812,0.999594509601593,0.022553298622369766,1,0.9770412109792233,bridge_missed_but_yolo_hit
/gdata1/huangjd/data/yolo_qm_xiepai_6_1_cls_val_threshold_20260529/S6/test/defect/test_anomaly__test__defect__4_48.bmp,1,1.3778185075804439,2.17605756975357,0,-0.7982390621731259,0.8608523011207581,0.022553298622369766,1,0.8382990024983883,bridge_missed_but_yolo_hit
/gdata1/huangjd/data/yolo_qm_xiepai_6_1_cls_val_threshold_20260529/S6/test/defect/test_anomaly__test__defect__4_50.bmp,1,1.511862158699819,2.17605756975357,0,-0.6641954110537507,0.05667221173644066,0.022553298622369766,1,0.03411891311407089,bridge_missed_but_yolo_hit
